Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Age at enrollment,Admission grade,Curricular units 2nd sem (evaluations),Previous qualification (grade),Course,Curricular units 1st sem (evaluations),Father's occupation,Mother's occupation,GDP,Application mode,Mother's qualification,Father's qualification,Scholarship holder,Debtor,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Previous qualification,Displaced,Curricular units 2nd sem (without evaluations),Curricular units 1st sem (without evaluations),Inflation rate,Unemployment rate,Gender,Application order,Target
4,12.25,4,1,11.6,20,114.0,7,121.0,9119,9,3,2,0.32,1,3,1,0,0,5,5,1,0,2,0,2.6,7.6,1,1,Non-Dropout
0,0.0,0,1,0.0,19,113.4,5,120.0,9147,5,9,4,2.02,1,1,37,1,0,5,5,1,1,0,0,0.6,11.1,1,2,Dropout
4,13.0,5,1,12.0,20,117.8,9,123.0,9147,9,5,4,3.51,1,1,19,0,0,5,5,1,0,0,0,1.4,8.9,1,1,Non-Dropout
6,12.04166667,6,1,13.97666667,18,114.3,12,122.0,9500,8,7,3,2.02,1,1,1,0,0,8,7,1,1,1,0,0.6,11.1,1,6,Non-Dropout
1,10.0,4,1,12.5,19,129.7,12,136.0,9670,10,163,143,-0.92,1,2,38,0,0,6,6,1,1,3,0,0.3,16.2,1,1,Non-Dropout
0,0.0,0,0,0.0,20,112.0,0,119.0,9147,5,7,7,-3.12,18,37,37,0,0,5,5,1,1,0,0,-0.8,9.4,1,1,Dropout
4,12.5,4,1,10.5,24,140.0,16,120.0,9670,15,7,7,-4.06,39,38,37,0,0,6,6,1,0,0,0,2.8,15.5,1,1,Dropout
6,12.3,5,1,12.85714286,20,150.0,11,150.0,9003,8,8,9,-0.92,44,38,38,0,0,6,6,39,1,0,0,0.3,16.2,1,1,Non-Dropout
4,12.0,3,1,11.66666667,19,122.4,5,121.0,9670,7,8,2,-3.12,1,3,19,0,0,5,5,1,1,0,0,-0.8,9.4,1,3,Non-Dropout
1,10.0,2,1,13.0,23,150.0,11,140.0,9119,7,4,4,3.51,51,1,19,0,0,5,5,1,0,0,0,1.4,8.9,1,1,Dropout
5,10.4,6,1,11.83333333,20,135.0,9,135.0,9254,8,3,4,0.32,17,19,19,0,0,6,6,1,1,0,0,2.6,7.6,1,2,Non-Dropout
8,12.75,11,1,12.45454545,21,116.2,17,116.0,8014,11,0,0,-3.12,43,34,34,0,0,11,11,1,0,0,0,-0.8,9.4,1,4,Non-Dropout
0,0.0,3,1,11.0,20,120.4,6,120.0,9119,6,9,9,1.74,17,10,12,0,0,5,5,1,1,0,0,1.4,10.8,1,2,Dropout
4,14.25,4,1,13.2,21,122.9,7,126.0,9119,10,4,4,0.32,17,37,38,0,0,5,5,1,1,2,0,2.6,7.6,1,5,Non-Dropout
6,14.16666667,6,1,15.5,18,155.0,6,170.0,9773,6,7,9,2.02,1,1,19,1,0,6,6,1,0,0,0,0.6,11.1,1,1,Non-Dropout
6,13.66666667,6,1,12.33333333,18,123.4,6,123.0,9254,8,3,4,2.02,1,1,1,0,0,6,6,1,1,0,0,0.6,11.1,1,3,Non-Dropout
4,11.4,5,1,12.0,18,124.2,9,120.0,9147,13,7,3,0.79,17,3,38,0,0,5,5,1,1,0,0,-0.3,13.9,1,1,Non-Dropout
5,11.5,4,1,11.6,20,130.0,11,130.0,9003,12,1,7,-4.06,44,3,3,0,0,6,6,39,1,0,0,2.8,15.5,1,1,Non-Dropout
6,12.28571429,6,1,11.33333333,18,126.2,8,130.0,9773,7,9,4,-0.92,17,19,38,1,0,6,6,1,0,0,0,0.3,16.2,1,1,Non-Dropout
0,0.0,0,1,0.0,19,120.5,0,117.0,9773,12,4,0,-3.12,17,37,37,0,0,6,6,1,1,0,1,-0.8,9.4,1,1,Dropout
2,12.5,4,1,12.0,20,123.7,8,131.0,9119,7,10,9,1.74,17,1,3,0,0,5,5,1,1,0,0,1.4,10.8,1,1,Non-Dropout
5,12.6,4,1,12.0,19,122.5,9,130.0,9130,11,7,4,-3.12,17,19,38,0,0,5,5,1,0,0,1,-0.8,9.4,1,1,Non-Dropout
2,11.5,2,1,12.5,33,139.2,9,133.0,9991,11,5,9,-1.7,39,37,37,0,1,5,5,1,1,1,0,3.7,12.7,1,1,Dropout
11,13.0,12,1,13.66666667,21,131.2,16,128.0,171,12,3,3,3.51,51,2,1,0,0,11,12,1,1,0,0,1.4,8.9,1,1,Non-Dropout
0,0.0,2,0,14.5,25,120.0,13,133.1,9003,17,4,4,-4.06,39,1,19,0,1,6,6,1,0,1,2,2.8,15.5,1,1,Dropout
0,0.0,4,1,13.2,20,116.7,8,123.0,9085,10,9,4,1.79,1,1,1,1,0,6,6,1,1,0,0,0.5,12.4,1,1,Dropout
5,14.8,5,1,12.16666667,22,150.0,14,150.0,9085,11,4,9,3.51,53,1,1,1,0,8,7,42,1,0,0,1.4,8.9,1,1,Dropout
6,11.33333333,4,1,11.25,39,117.5,6,133.1,9773,10,1,9,1.74,39,37,37,0,0,6,6,19,0,0,0,1.4,10.8,0,1,Non-Dropout
6,14.42857143,6,1,15.16666667,21,137.6,7,140.0,9670,8,6,2,3.51,1,3,1,1,0,6,6,1,1,0,0,1.4,8.9,1,2,Non-Dropout
4,13.4,6,1,11.16666667,19,124.3,7,126.0,9254,8,9,9,-0.92,17,1,1,1,0,6,6,1,0,0,0,0.3,16.2,0,1,Non-Dropout
6,10.98333333,6,1,10.98333333,26,116.0,8,133.1,9500,8,7,9,0.32,39,37,37,1,0,7,7,19,0,0,0,2.6,7.6,0,1,Non-Dropout
5,11.5,4,1,10.75,19,121.4,11,121.0,9238,8,3,4,-4.06,18,19,1,1,0,6,6,1,1,0,0,2.8,15.5,0,2,Non-Dropout
7,14.28571429,11,0,13.38461538,20,142.8,13,140.0,9085,15,2,4,3.51,53,1,3,1,0,9,12,42,1,0,0,1.4,8.9,0,1,Non-Dropout
5,12.2,6,1,11.28571429,25,96.0,10,133.1,9670,8,9,4,-4.06,17,1,37,1,0,6,6,1,1,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,1,0.0,24,125.0,6,131.0,8014,13,5,8,-0.92,43,19,37,0,0,6,6,1,0,0,3,0.3,16.2,1,1,Dropout
5,14.83333333,4,1,13.0,20,126.1,9,124.0,9119,7,0,4,0.32,17,19,19,0,0,5,5,1,1,3,0,2.6,7.6,1,6,Non-Dropout
6,13.5,6,1,16.11111111,29,155.8,7,120.0,9003,9,9,9,0.79,39,37,37,0,0,6,6,1,0,0,0,-0.3,13.9,1,1,Non-Dropout
6,11.0,6,1,11.5,20,116.0,8,133.1,9773,8,9,9,-0.92,1,1,3,0,0,6,6,1,0,0,0,0.3,16.2,1,1,Non-Dropout
2,10.5,4,1,10.75,20,110.0,12,110.0,9130,15,2,2,0.79,44,3,4,0,0,6,6,39,1,0,0,-0.3,13.9,1,1,Dropout
5,13.0,4,1,11.6,24,97.2,8,133.1,9670,10,8,5,2.02,39,19,1,1,0,6,6,19,1,0,0,0.6,11.1,1,1,Non-Dropout
0,0.0,0,1,0.0,24,100.0,7,133.1,9500,21,2,2,-0.92,39,1,3,0,1,7,7,19,0,0,3,0.3,16.2,1,1,Dropout
5,14.14285714,5,1,13.8,23,140.0,7,140.0,9119,5,5,2,2.02,7,3,1,0,0,5,5,40,0,0,0,0.6,11.1,1,1,Non-Dropout
8,14.6875,7,1,13.58571429,20,128.0,8,130.0,9556,8,5,5,-4.06,43,1,37,0,0,8,7,1,1,0,0,2.8,15.5,1,1,Non-Dropout
5,13.0,6,1,13.85714286,19,115.3,8,110.0,9670,8,10,4,-4.06,17,1,1,0,0,6,6,1,1,0,0,2.8,15.5,1,2,Non-Dropout
6,12.33333333,5,1,12.0,28,150.0,10,140.0,9003,12,8,9,2.02,39,37,37,0,0,6,6,1,0,0,0,0.6,11.1,1,1,Non-Dropout
5,12.6,6,1,13.44444444,20,160.0,9,160.0,9003,9,4,4,0.79,44,1,38,1,0,6,6,39,1,0,0,-0.3,13.9,1,1,Non-Dropout
6,13.85714286,6,1,14.0,18,133.1,7,138.0,9070,6,3,3,3.51,1,38,37,0,0,6,6,1,0,0,0,1.4,8.9,1,1,Non-Dropout
0,0.0,1,1,12.0,20,119.0,0,126.0,9670,10,90,90,1.74,1,1,1,0,1,6,6,1,1,0,1,1.4,10.8,1,1,Dropout
5,13.83333333,5,1,14.2,33,156.0,6,120.0,9991,5,3,5,1.74,39,37,19,0,0,5,5,1,1,0,0,1.4,10.8,1,1,Non-Dropout
5,10.84,5,1,13.34,35,163.7,9,130.0,9500,11,183,191,1.79,39,37,37,0,0,7,7,1,0,0,0,0.5,12.4,0,1,Non-Dropout
7,12.45714286,7,1,12.45714286,27,130.0,12,130.0,9500,12,7,9,-1.7,39,37,37,0,0,8,8,40,0,0,0,3.7,12.7,0,1,Non-Dropout
3,12.0,3,0,11.0,19,123.1,12,122.0,9773,12,7,7,-3.12,17,38,38,0,0,6,6,1,1,0,0,-0.8,9.4,0,5,Dropout
4,10.5,4,1,10.5,31,160.0,10,160.0,9991,13,9,9,-4.06,39,37,19,1,0,5,5,1,0,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,1,0.0,19,136.1,0,134.0,171,0,7,7,-3.12,1,19,37,0,0,0,0,1,1,0,0,-0.8,9.4,1,1,Non-Dropout
12,13.0,13,1,14.0,22,132.7,13,134.0,9070,13,7,7,-4.06,43,19,37,0,0,12,13,1,1,0,0,2.8,15.5,1,1,Non-Dropout
0,0.0,0,1,0.0,39,128.2,0,140.0,9500,0,6,6,-1.7,43,1,1,0,0,8,7,1,0,0,0,3.7,12.7,0,1,Dropout
0,0.0,0,0,0.0,22,126.7,0,127.0,9254,1,8,4,1.79,17,1,1,0,0,6,1,1,1,0,0,0.5,12.4,1,1,Dropout
4,12.5,4,1,10.0,47,150.0,8,133.1,9991,8,10,9,-3.12,39,37,19,0,0,5,5,1,0,0,0,-0.8,9.4,1,1,Non-Dropout
0,0.0,0,1,0.0,19,156.3,0,143.0,171,0,9,5,2.02,17,19,37,1,0,0,0,1,1,0,0,0.6,11.1,1,1,Non-Dropout
6,14.33333333,6,1,13.5,19,116.1,6,115.0,9254,6,9,9,1.79,10,3,1,0,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
0,0.0,0,1,0.0,19,123.8,0,131.0,9500,0,9,9,-4.06,17,19,37,0,0,8,7,1,1,0,0,2.8,15.5,0,1,Dropout
17,14.88888889,17,1,13.38888889,21,153.0,18,146.0,171,18,7,9,2.02,1,19,37,1,0,17,17,1,1,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,0,0,0.0,39,140.0,0,140.0,9500,0,1,4,1.79,7,19,1,0,0,8,7,5,1,0,0,0.5,12.4,0,1,Dropout
11,13.58333333,12,1,13.58333333,19,131.9,12,135.0,171,12,1,4,3.51,17,19,1,0,0,11,12,1,1,0,0,1.4,8.9,1,1,Non-Dropout
0,0.0,0,1,0.0,20,141.4,0,133.0,171,0,8,9,0.79,1,37,19,1,0,0,0,1,0,0,0,-0.3,13.9,1,1,Non-Dropout
0,0.0,0,0,0.0,24,140.0,5,133.1,9147,5,4,9,-1.7,39,1,1,0,1,5,5,12,1,0,0,3.7,12.7,1,1,Dropout
0,0.0,1,1,10.0,27,115.0,5,120.0,9991,9,9,9,-1.7,39,19,19,0,0,5,5,1,1,0,0,3.7,12.7,1,1,Dropout
5,15.2,5,1,15.2,29,168.0,5,133.1,9991,5,9,9,2.02,39,37,37,0,0,5,5,1,0,0,0,0.6,11.1,1,1,Non-Dropout
0,0.0,4,1,12.8,20,101.3,17,130.0,9085,12,4,9,1.79,17,19,1,0,0,6,6,1,1,0,0,0.5,12.4,1,1,Dropout
4,11.0,5,1,11.16666667,21,122.6,5,125.0,9670,7,4,7,-3.12,1,19,1,0,0,5,5,1,0,0,0,-0.8,9.4,1,1,Dropout
0,0.0,0,1,0.0,18,141.7,0,134.0,171,0,2,2,0.32,1,3,2,0,0,0,0,1,1,0,0,2.6,7.6,1,1,Non-Dropout
7,12.82857143,7,1,12.82857143,19,132.3,9,151.0,9500,9,3,4,-1.7,1,1,1,0,0,8,8,1,0,0,0,3.7,12.7,1,1,Non-Dropout
4,12.6,6,0,12.5,19,111.7,10,112.0,9773,6,1,5,-4.06,17,1,1,0,1,6,6,1,0,0,0,2.8,15.5,1,1,Dropout
3,12.4,3,1,10.0,28,98.7,10,120.0,9119,12,9,9,1.79,39,37,37,1,0,5,5,1,0,0,0,0.5,12.4,1,1,Non-Dropout
4,13.25,6,0,11.5,21,140.0,10,140.0,9254,6,7,9,0.79,15,19,1,0,0,6,6,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
7,11.32857143,7,0,11.32857143,23,140.0,11,140.0,9500,11,9,2,-1.7,10,3,3,0,1,8,8,1,1,0,0,3.7,12.7,0,1,Dropout
3,13.0,2,1,13.0,39,100.7,13,133.1,9003,15,4,9,-4.06,39,19,19,0,0,6,6,1,0,1,2,2.8,15.5,0,1,Non-Dropout
6,13.03333333,6,1,13.03333333,18,133.8,7,143.0,9500,7,5,9,0.32,17,38,1,0,0,7,7,1,1,0,0,2.6,7.6,0,3,Non-Dropout
4,11.75,6,1,12.16666667,59,100.0,7,133.1,9773,8,6,9,2.02,15,37,37,0,0,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
3,16.2,4,1,14.5,30,180.0,10,180.0,9119,6,7,2,0.79,7,4,3,0,1,5,5,4,0,0,0,-0.3,13.9,1,1,Non-Dropout
5,13.6,5,1,14.4,18,130.8,5,136.0,9085,7,9,9,-1.7,1,1,38,0,0,5,5,1,1,0,1,3.7,12.7,0,1,Non-Dropout
6,12.5,4,1,12.25,41,140.0,9,140.0,9991,10,9,9,-3.12,44,37,37,0,0,7,6,39,0,0,0,-0.8,9.4,0,1,Non-Dropout
0,0.0,0,1,0.0,27,106.2,14,130.0,9500,14,8,9,2.02,39,37,19,0,0,7,7,1,1,0,0,0.6,11.1,0,1,Dropout
6,12.0,6,1,12.66666667,18,125.6,6,141.0,9238,6,10,9,-3.12,1,38,19,1,0,6,6,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
3,11.66666667,2,0,12.0,20,117.5,14,121.0,9853,14,7,7,1.74,18,38,19,0,1,6,6,1,1,0,0,1.4,10.8,0,5,Dropout
0,0.0,0,0,0.0,32,122.5,5,120.0,9119,6,7,4,-1.7,39,37,37,0,0,5,5,3,0,0,0,3.7,12.7,0,1,Dropout
4,10.8,3,1,11.66666667,19,132.9,10,129.0,9147,5,5,3,-3.12,17,38,37,0,0,5,5,1,1,0,0,-0.8,9.4,0,1,Dropout
0,0.0,0,1,0.0,41,103.0,0,133.1,9853,0,8,7,-0.92,39,37,37,0,0,6,6,12,0,0,0,0.3,16.2,0,1,Dropout
0,0.0,1,1,10.0,38,107.0,10,100.0,8014,12,90,90,1.74,17,19,19,0,0,5,5,1,0,0,0,1.4,10.8,0,5,Dropout
0,0.0,0,1,0.0,35,100.0,9,133.1,9130,8,9,4,3.51,7,42,1,0,0,6,7,2,0,0,1,1.4,8.9,1,1,Dropout
3,12.0,4,1,12.25,27,100.0,16,133.1,8014,11,0,0,0.32,39,34,34,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Dropout
6,12.5,4,1,12.0,19,131.3,6,139.0,9070,10,9,4,0.32,17,1,37,0,0,6,6,1,1,0,1,2.6,7.6,0,1,Non-Dropout
5,11.8,5,0,12.6,18,122.2,6,125.0,9773,7,5,9,2.02,18,19,37,0,0,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,0,0,0.0,39,118.4,5,133.1,9991,5,0,0,0.32,39,34,34,0,0,5,5,9,0,0,0,2.6,7.6,0,1,Dropout
0,0.0,0,0,0.0,37,100.0,10,100.0,9254,5,9,9,1.74,7,37,37,0,0,5,5,2,0,0,0,1.4,10.8,0,1,Dropout
0,0.0,0,0,0.0,37,110.0,8,110.0,9500,8,9,9,-1.7,39,38,38,0,0,8,8,1,0,1,1,3.7,12.7,0,1,Dropout
13,12.0,16,1,12.6875,35,100.0,13,133.1,8014,16,0,0,-3.12,43,34,34,1,0,13,16,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,10.66666667,10,1,10.4,49,106.2,18,123.0,9147,22,9,9,-1.7,43,37,37,0,0,9,13,1,0,0,0,3.7,12.7,0,1,Non-Dropout
12,10.92307692,14,1,10.46666667,52,110.0,16,110.0,9147,26,9,9,0.79,7,37,37,0,0,12,15,40,0,0,0,-0.3,13.9,0,1,Non-Dropout
5,13.0,5,1,14.33333333,18,122.3,8,130.0,9085,10,5,5,-3.12,1,1,38,0,0,5,5,1,1,1,2,-0.8,9.4,0,2,Non-Dropout
6,14.33333333,6,1,14.66666667,30,112.5,7,133.1,8014,7,9,9,1.74,39,37,37,1,0,6,7,1,0,0,1,1.4,10.8,0,1,Non-Dropout
8,14.23125,7,1,12.83571429,21,98.1,8,97.0,9500,7,7,2,2.02,1,1,19,0,0,8,7,1,1,0,0,0.6,11.1,0,2,Non-Dropout
0,0.0,0,1,0.0,20,140.2,0,130.0,9119,5,5,9,-3.12,1,37,19,0,0,5,5,1,1,0,0,-0.8,9.4,1,1,Dropout
0,0.0,0,1,0.0,18,143.6,5,139.0,9147,9,6,6,0.32,17,1,38,0,1,5,5,1,1,0,0,2.6,7.6,1,1,Non-Dropout
0,0.0,0,1,0.0,19,134.6,0,150.0,171,0,9,9,0.32,16,37,37,0,0,0,0,1,1,0,0,2.6,7.6,1,1,Dropout
8,13.24875,8,1,13.24875,18,126.8,8,141.0,9500,8,10,2,-3.12,1,3,19,0,0,8,8,1,1,0,0,-0.8,9.4,1,3,Non-Dropout
4,12.75,7,1,12.85714286,20,100.0,7,133.1,33,10,4,2,3.51,15,2,3,0,0,7,7,1,0,0,0,1.4,8.9,1,1,Non-Dropout
4,14.25,5,1,13.6,21,130.0,10,137.0,9130,12,7,5,1.79,17,38,19,0,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
5,12.4,3,1,14.0,22,113.6,8,116.0,9147,6,4,3,2.02,1,1,1,1,0,5,5,1,1,0,0,0.6,11.1,0,4,Non-Dropout
2,11.0,3,0,12.0,20,140.0,11,140.0,9130,11,5,5,1.79,44,19,19,0,1,6,6,39,1,0,0,0.5,12.4,0,1,Non-Dropout
4,14.0,6,1,13.16666667,20,106.0,8,106.0,9085,9,9,3,0.79,17,37,1,0,0,6,6,1,0,0,0,-0.3,13.9,0,4,Non-Dropout
6,12.16666667,6,1,13.625,19,126.6,7,135.0,9238,8,7,7,-1.7,17,1,19,1,0,6,6,1,1,0,0,3.7,12.7,0,6,Non-Dropout
8,15.61111111,7,1,14.85,18,130.7,9,144.0,9500,8,5,9,0.79,17,19,38,1,0,8,7,1,1,0,0,-0.3,13.9,0,5,Non-Dropout
5,11.4,4,1,10.75,21,105.9,6,108.0,9147,9,4,4,2.02,1,1,19,0,0,5,5,1,1,0,0,0.6,11.1,1,2,Non-Dropout
2,11.66666667,0,1,0.0,19,137.0,11,137.0,9556,11,4,9,3.51,15,19,1,0,1,7,7,1,0,0,4,1.4,8.9,0,1,Non-Dropout
0,0.0,0,1,0.0,37,100.0,0,133.1,9130,0,6,9,0.79,43,37,37,0,0,6,6,1,0,0,0,-0.3,13.9,0,1,Dropout
7,13.85714286,12,1,14.0,45,114.4,12,121.0,8014,14,9,9,0.32,1,37,37,0,0,7,12,1,1,0,0,2.6,7.6,0,1,Non-Dropout
0,0.0,0,0,0.0,38,120.0,10,133.1,9003,8,10,9,-0.92,39,37,37,0,1,6,6,19,0,0,0,0.3,16.2,1,1,Dropout
0,0.0,0,0,0.0,55,119.0,5,130.0,9991,5,90,90,0.32,39,37,37,0,0,5,5,12,1,0,0,2.6,7.6,1,1,Dropout
4,11.75,5,0,13.0,28,110.0,11,133.1,9003,17,7,9,0.79,39,37,37,0,1,6,6,1,0,0,0,-0.3,13.9,0,1,Dropout
5,12.4,8,1,12.375,46,120.0,11,120.0,9991,12,6,6,3.51,7,37,37,0,0,9,8,2,0,0,0,1.4,8.9,0,1,Non-Dropout
0,0.0,0,1,0.0,22,119.8,0,131.0,171,0,4,4,-0.92,1,19,19,0,0,0,0,1,1,0,0,0.3,16.2,0,4,Non-Dropout
4,13.75,5,1,11.4,46,135.6,9,133.1,9670,10,9,9,1.79,39,37,37,0,0,6,6,19,0,0,0,0.5,12.4,0,2,Dropout
4,13.0,4,1,11.25,28,120.7,7,100.0,9991,9,5,5,0.32,39,19,37,0,0,5,5,1,0,0,0,2.6,7.6,0,1,Non-Dropout
3,12.0,3,0,13.0,18,136.3,8,131.0,9085,7,8,9,0.32,1,37,19,0,1,5,5,1,1,0,0,2.6,7.6,0,3,Dropout
0,0.0,0,1,0.0,18,164.3,0,158.0,171,0,9,9,1.74,16,38,37,1,0,0,0,1,1,0,0,1.4,10.8,1,1,Non-Dropout
6,14.16666667,6,1,13.5,21,149.2,6,146.0,9773,6,7,9,-1.7,1,37,37,1,0,6,6,1,1,0,0,3.7,12.7,1,1,Non-Dropout
4,11.0,1,1,11.0,18,122.5,11,133.0,9070,11,2,4,0.32,16,1,3,0,0,6,6,1,1,4,1,2.6,7.6,0,2,Non-Dropout
1,11.0,0,1,0.0,34,100.0,10,120.0,9991,9,9,3,0.79,43,19,37,0,0,5,5,1,0,0,0,-0.3,13.9,0,1,Dropout
5,11.2,5,1,12.0,21,125.0,8,119.0,9853,9,9,9,1.74,17,37,38,1,0,6,6,1,1,0,0,1.4,10.8,0,1,Dropout
6,13.0,5,1,13.0,18,131.0,7,132.0,9773,8,9,9,-4.06,1,37,19,1,0,6,6,1,1,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,1,0.0,20,122.0,0,130.0,171,0,8,9,0.32,1,29,38,0,0,0,0,1,1,0,0,2.6,7.6,1,1,Non-Dropout
4,12.25,4,1,12.0,18,131.3,8,132.0,9147,8,7,7,-3.12,1,38,37,0,0,5,5,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
3,10.8,5,1,11.16666667,21,117.0,10,133.1,9119,10,3,3,1.79,17,1,2,0,0,5,5,1,1,0,0,0.5,12.4,1,2,Non-Dropout
1,12.0,2,1,10.5,19,118.0,11,119.0,9254,13,4,5,1.74,17,37,37,0,0,6,6,1,1,0,0,1.4,10.8,1,1,Dropout
6,12.16666667,6,1,12.66666667,22,126.0,6,134.0,8014,7,99,4,0.32,17,1,19,0,0,6,6,1,1,0,0,2.6,7.6,1,2,Non-Dropout
0,0.0,1,1,11.0,23,120.0,8,120.0,9003,6,7,4,-4.06,44,1,19,0,0,6,6,39,0,0,0,2.8,15.5,1,1,Dropout
0,0.0,0,1,0.0,19,155.6,0,172.0,171,0,10,2,-3.12,17,3,1,0,0,0,0,1,1,0,0,-0.8,9.4,1,4,Dropout
2,10.33333333,4,1,11.5,18,122.8,12,120.0,9147,6,5,5,1.74,1,19,38,0,0,5,5,1,1,0,0,1.4,10.8,1,4,Non-Dropout
0,0.0,0,0,0.0,19,127.3,0,129.0,171,0,3,9,-3.12,1,38,37,1,1,0,0,1,1,0,0,-0.8,9.4,1,3,Dropout
4,11.75,2,1,10.5,19,118.4,5,118.0,9147,10,9,9,1.79,17,1,38,0,0,5,5,1,1,0,0,0.5,12.4,1,1,Non-Dropout
4,11.0,4,1,12.5,19,128.1,6,127.0,9670,8,9,4,0.32,1,1,37,0,0,5,5,1,0,0,0,2.6,7.6,1,1,Non-Dropout
6,12.5,6,1,12.83333333,22,99.0,12,133.1,9500,9,9,9,-0.92,1,37,37,0,0,8,7,1,1,0,0,0.3,16.2,1,2,Non-Dropout
6,16.14285714,6,1,15.57142857,18,161.2,7,164.0,9773,7,9,9,0.79,1,19,1,1,0,6,6,1,0,0,0,-0.3,13.9,1,1,Non-Dropout
5,11.8,4,1,12.0,18,140.9,7,136.0,9238,10,7,7,-3.12,17,37,37,0,0,6,6,1,1,0,0,-0.8,9.4,1,1,Dropout
3,11.33333333,4,1,11.25,19,111.1,6,117.0,9773,6,9,9,-0.92,17,38,38,0,1,6,6,1,0,0,0,0.3,16.2,1,1,Dropout
0,0.0,0,1,0.0,18,149.9,0,131.0,171,0,3,0,2.02,1,1,1,0,0,0,0,1,1,0,0,0.6,11.1,1,4,Non-Dropout
4,14.25,6,1,12.28571429,21,111.3,11,110.0,9670,10,10,4,-4.06,17,1,19,0,0,6,6,1,0,0,0,2.8,15.5,1,6,Non-Dropout
3,10.33333333,5,1,11.0,18,121.5,11,125.0,9254,12,1,4,-3.12,1,1,19,0,0,6,6,1,1,0,0,-0.8,9.4,1,2,Non-Dropout
5,13.6,6,1,12.14285714,19,120.0,11,120.0,9003,8,6,6,1.79,44,19,38,0,0,6,6,39,1,0,0,0.5,12.4,1,1,Non-Dropout
0,0.0,2,0,11.5,27,120.0,7,133.1,9003,11,8,9,3.51,39,1,19,0,1,6,6,19,0,0,0,1.4,8.9,1,1,Dropout
8,11.625,11,1,12.54545455,20,130.0,12,130.0,9003,16,9,9,3.51,53,38,38,0,1,10,12,42,1,0,0,1.4,8.9,1,1,Non-Dropout
6,13.0,4,1,13.0,20,98.9,6,101.0,9254,10,9,3,1.79,1,3,19,0,0,6,6,1,1,0,0,0.5,12.4,1,5,Non-Dropout
8,12.8875,8,1,12.8875,18,136.3,9,141.0,9500,9,1,2,-3.12,1,4,3,0,0,8,8,1,1,1,1,-0.8,9.4,1,6,Non-Dropout
5,13.6,6,1,12.66666667,18,125.2,7,128.0,9773,6,10,9,1.79,17,38,19,0,0,6,6,1,1,0,0,0.5,12.4,1,1,Non-Dropout
6,12.57142857,6,1,12.83333333,18,130.0,7,145.0,9070,7,7,7,3.51,1,38,19,0,0,6,6,1,1,0,0,1.4,8.9,1,2,Non-Dropout
2,12.5,3,1,10.66666667,18,141.5,11,160.0,9147,10,7,4,-3.12,1,1,38,0,0,5,5,1,1,0,1,-0.8,9.4,1,1,Dropout
5,12.4,5,1,13.0,18,123.9,7,134.0,9085,11,8,8,-3.12,16,19,37,0,0,5,5,1,1,0,2,-0.8,9.4,1,5,Non-Dropout
8,12.28125,6,1,11.98333333,18,114.5,12,125.0,9500,11,5,5,-0.92,17,19,19,0,0,8,7,1,1,0,0,0.3,16.2,0,2,Non-Dropout
0,0.0,0,0,0.0,37,100.0,5,133.1,8014,9,0,0,-3.12,39,34,34,0,0,5,5,15,1,5,0,-0.8,9.4,0,1,Dropout
6,11.5,6,1,11.83333333,36,110.5,6,120.0,8014,6,3,5,1.74,39,38,37,1,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
2,11.0,3,1,12.66666667,26,101.0,15,133.1,9085,21,5,9,-4.06,39,19,19,0,0,6,6,19,1,0,0,2.8,15.5,0,1,Dropout
4,14.5,4,1,13.75,19,121.0,8,121.0,9085,9,9,6,0.32,1,37,38,0,0,5,5,1,0,0,1,2.6,7.6,0,1,Non-Dropout
5,11.8,5,1,11.4,24,95.0,8,120.0,8014,8,4,7,-4.06,39,37,1,0,0,6,6,1,1,0,0,2.8,15.5,0,1,Dropout
6,13.0,6,1,13.16666667,19,126.9,6,130.0,9773,8,9,9,2.02,1,19,1,1,0,6,6,1,1,0,0,0.6,11.1,0,2,Dropout
5,11.8,6,1,12.83333333,20,116.3,8,130.0,9670,10,10,9,-1.7,42,1,1,1,0,8,7,1,1,0,0,3.7,12.7,0,1,Non-Dropout
5,14.5,6,1,14.125,19,120.0,10,128.0,9670,8,7,9,2.02,18,19,3,0,0,6,6,1,1,0,0,0.6,11.1,0,1,Non-Dropout
5,13.0,3,1,11.66666667,21,123.6,5,126.0,9085,10,9,9,1.74,1,38,37,0,0,5,5,1,1,0,0,1.4,10.8,0,1,Non-Dropout
